,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
1048,QQ39596,arizona,F,college,251753.36,0.0,69.0,0.0,Personal Auto,Four-Door Car,42.096415
1049,FH51383,california,F,high school or below,532667.77,76717.0,66.0,0.0,Personal Auto,Two-Door Car,300.528579
1050,BJ53923,arizona,M,high school or below,260027.21,51978.0,66.0,0.0,Corporate Auto,Four-Door Car,144.782152
1051,CZ96653,oregon,F,bachelors,853479.28,47325.0,107.0,0.0,Personal Auto,SUV,64.598216
1052,FB23788,oregon,M,high school or below,882883.5,86721.0,111.0,0.0,Corporate Auto,SUV,532.8
1053,NT43594,nevada,F,bachelors,224844.96,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
1054,RJ85627,washington,F,bachelors,1230276.24,43817.0,62.0,1.0,Personal Auto,Four-Door Car,245.447622
1055,KJ86296,oregon,M,high school or below,455659.3,0.0,73.0,2.0,Personal Auto,Four-Door Car,525.6
1056,PI47776,oregon,F,bachelors,253070.51,89451.0,63.0,0.0,Corporate Auto,Four-Door Car,61.769564
1057,MD73554,california,M,college,525198.4,59537.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
1058,UX92071,oregon,M,high school or below,674311.93,0.0,199.0,0.0,Personal Auto,Luxury,955.2
1059,YG44474,oregon,M,college,1401472.13,54193.0,117.0,0.0,Corporate Auto,SUV,720.752945
1060,UH45301,oregon,M,college,943891.56,86946.0,118.0,0.0,Personal Auto,Four-Door Car,340.656963
1061,RY92647,california,F,bachelors,1050677.17,0.0,92.0,0.0,Personal Auto,Four-Door Car,546.524896
1062,IK12620,arizona,F,high school or below,421391.86,12160.0,109.0,0.0,Personal Auto,Four-Door Car,489.411833
1063,GQ66762,california,M,college,477368.64,33701.0,63.0,0.0,Personal Auto,Four-Door Car,171.325856
1064,YT69858,washington,F,bachelors,544142.01,85702.0,67.0,0.0,Personal Auto,Two-Door Car,249.085887
1065,XD85577,california,M,bachelors,284226.69,69417.0,73.0,1.0,Personal Auto,Four-Door Car,30.874869
1066,TM65736,oregon,M,master,305955.03,38644.0,78.0,1.0,Personal Auto,Four-Door Car,361.455219
1067,VJ51327,california,F,high school or below,2031499.76,63209.0,102.0,2.0,Personal Auto,SUV,207.320041
1068,GS98873,arizona,F,bachelors,323912.47,16061.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
1069,CW49887,california,F,master,462680.11,79487.0,114.0,0.0,Special Auto,SUV,547.2
1070,MY31220,california,F,college,899704.02,54230.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
